,Unnamed: 0,Unnamed: 0.1,Election_Type,Assembly_No,Constituency_No,Year,month,Position,Candidate,State_Name,Constituency_Name,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Turnout_Percentage,Vote_Share_Percentage,Margin,Margin_Percentage,Party_ID,MyNeta_education
1145,1145,1145,GE,14,3,2004,4.0,6,anilbharti,delhi,outer_delhi,M,RVNP,3737,GEN,1553849,3368399,46.13,0.24,1093,0.07,6362,Post Graduate
5605,5605,5605,GE,14,5,2004,4.0,4,anilbiswas,west_bengal,raiganj,M,BSP,11205,SC,917582,1147290,79.98,1.22,51,0.01,16651,Not Given
440,440,440,GE,14,11,2004,4.0,6,anilchoudhury,assam,kaliabor,M,LJNSP,18966,GEN,763083,1153483,66.15,2.49,8954,1.17,5029,10th Pass
1148,1148,1148,GE,14,3,2004,4.0,9,anilgogia,delhi,outer_delhi,M,IND,1717,GEN,1553849,3368399,46.13,0.11,73,0.0,10809,12th Pass
2866,2866,2866,GE,14,18,2004,4.0,10,anilgulabraowankhede,maharashtra,buldhana,M,IND,2561,SC,761264,1196627,63.62,0.34,0,0.0,10809,Post Graduate
2665,2665,2665,GE,14,27,2004,4.0,10,anilkumar,madhya_pradesh,ujjain,M,IND,1467,SC,720780,1243447,57.97,0.2,215,0.03,10809,
4643,4643,4643,GE,14,25,2004,4.0,7,anilkumar,uttar_pradesh,bara_banki,M,RSBP,3614,SC,540251,1214993,44.47,0.67,327,0.06,12378,
4955,4955,4955,GE,14,46,2004,4.0,9,anilkumar,uttar_pradesh,ghazipur,M,IND,3617,GEN,869184,1476687,58.86,0.42,225,0.03,10809,
4722,4722,4722,GE,14,31,2004,4.0,12,anilkumar,uttar_pradesh,domariaganj,M,IND,2276,GEN,643129,1350045,47.64,0.35,0,0.0,10809,
4331,4331,4331,GE,14,7,2004,4.0,8,anilkumar,uttar_pradesh,aonla,M,IND,4152,GEN,536458,1145865,46.82,0.77,1251,0.23,10809,
5222,5222,5222,GE,14,62,2004,4.0,7,anilkumar,uttar_pradesh,etawah,M,IND,3451,GEN,703946,1264620,55.66,0.49,1769,0.25,10809,
